id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
2150,"Big congrats to Tunisian, Mohamed S Jedidi who took 1st place as well as the Uber Movement prize for highest-ranking model that uses data extracted from their website (https://zurl.co/4WmC)  well done👌! @AIKENYA1 @uber_kenya @MobiticketInfo @Uber @instadeepai #zindichallenge",1/28/2019 22:15,1/28/2019 22:15,0,10,9,1,0,0,0,0,9
2151,👀Check out this great opportunity..apply by 31 Jan 👌Data Science for Social Good Summer Fellowship Chicago https://zurl.co/T3rG @datascifellows @AIKENYA1,1/28/2019 16:13,1/28/2019 16:13,0,3,3,0,0,0,0,0,3
2152,"🚩Google AI Residency applications deadline coming up, make sure you apply by 28 Jan 👈https://zurl.co/9KO2",1/28/2019 8:12,1/28/2019 8:12,0,3,3,0,0,0,0,0,3
2153,"🚩Google AI Residency applications deadline coming up, make sure you apply by 28 Jan 👈https://zurl.co/9KO2",1/27/2019 11:54,1/27/2019 11:54,0,5,5,0,0,0,0,0,5
2154,"There is Always Something New To Learn. This is a Medium blog by Zindian Adebayo Oshingbesan @dehbaiyor who writes about his experience participating in #zindichallenge and also shares his code on GitHub, go to https://zurl.co/olqS to find the link.",1/27/2019 9:13,1/27/2019 9:13,0,1,1,0,0,0,0,0,1
2155,"😍 What a great turnout, 577 entries in the Traffic Jam Prediction #zindichallenge..we love your support and thanks for particpating! Check out our #Top3 confirmed at https://zurl.co/CubI💚 #ZindiLovesAfrica💛@AIKENYA1 @uber_kenya @MobiticketInfo @Uber",1/26/2019 15:15,1/26/2019 15:15,0,6,6,0,0,0,0,0,6
2156,"💛1 Day to Go...finalize submissions and earn Zindi points in our Busara Mental Health Prediction #zindichallenge. Winners share code on GitHub as a public good to the sector💛 Closing on 27 Jan, go to https://zurl.co/6RJI @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1",1/26/2019 11:04,1/26/2019 11:04,0,0,0,0,0,0,0,0,0
2157,👀Check out this great opportunity..apply by 31 Jan 👌Data Science for Social Good Summer Fellowship Chicago https://zurl.co/T3rG @datascifellows @AIKENYA1,1/26/2019 8:30,1/26/2019 8:30,0,2,2,0,0,0,0,0,2
2158,"💛 Closing soon...finalize submissions and earn Zindi points in our Busara Mental Health Prediction #zindichallenge. Winners share code on GitHub as a public good to the sector💛 Closing on 27 Jan, go to https://zurl.co/6RJI @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1",1/25/2019 18:04,1/25/2019 18:04,0,2,2,0,0,0,0,0,2
2160,"🏁Leaderboard confirmed! Well done 🎁 to #Top3  in the Uber and Mobiticket Traffic Jam Prediction  #zindichallenge, 1st Place Mohamed S Jedidi, 2nd Place Hanibal, 3rd Place Stephen Oni😎 go to  https://zurl.co/Xucd @AIKENYA1 @uber_kenya @MobiticketInfo @Uber",1/25/2019 16:32,1/25/2019 16:32,0,9,8,1,0,0,0,0,8
2161,🏆These data scientists won and here's how they got there...read the latest blog on our Social Media Challenge winners response!😎  - Zindi https://zurl.co/WnTf @gatesfoundation ‏ @cenfri_org @i2ifacility @Finmarktrust @MastercardFdn @AIKENYA1  @Anirudh31889 @instadeepai,1/25/2019 14:55,1/25/2019 14:55,0,6,6,0,0,0,0,0,6
2162,Great episode AI KENYA and Celina!,1/23/2019 10:13,1/23/2019 10:13,0,0,0,0,0,0,0,0,0
2163,"Go to the video tab on AI Kenya's FB page to view their podcast with ZIndi CEO Celina Lee, live right now: https://www.facebook.com/pg/AIKENYA1/videos/?ref=page_internal",1/23/2019 10:06,1/23/2019 10:06,0,0,0,0,0,0,0,0,0
2164,"⏰Watch #AiKenyaPodcast  interview with  Zindi CEO⭐ live on Facebook today 23 Jan, 10:00 South African Time, duration 12mins 👉 go to https://zurl.co/Sof4 join in!👈@WomenTechmakers #womenintech @MobiticketInfo @UberMovement @uber_kenya @BusaraCenter @LocalOceanCo",1/23/2019 7:30,1/23/2019 7:30,0,2,2,0,0,0,0,0,2
2165,"😎Watch our Zindi CEO in episode 3 from #AiKenyaPodcast series! LIVE on Facebook tomorrow 23 Jan, 11:00 EAT, duration 12mins 👉 go to https://zurl.co/Sof4 join in!👈 @DataScienceNIG @SebastianSteff ‏ @TzDevCom ‏ @ZealProfession1 ‏ @sunnystats3n ‏ @ImInAccelerator ‏ 👀",1/22/2019 22:15,1/22/2019 22:15,0,8,8,0,0,0,0,0,8
2166,"😎Watch Zindi CEO in premier of episode 3 from #AiKenyaPodcast series! LIVE on Facebook tomorrow 23 Jan, 11:00 EAT, duration 12mins 👉 go to https://zurl.co/Sof4  join in!👈@WomenTechmakers  #womenintech  @MobiticketInfo @UberMovement @uber_kenya @BusaraCenter @LocalOceanCo 👀",1/22/2019 18:35,1/22/2019 18:35,0,2,2,0,0,0,0,0,2
2167,"🔥You heard it here first..Zindi chatted to @GoogleAI Execs and they want our data scientists😎! Apply to the Google AI Residency Program by 28 January - Zindi https://zurl.co/6SVh @AIKENYA1, @wtmAccra, @womentechbot, @agritechub , @effcode  @tulaanews,  @DataScienceNIG",1/16/2019 17:15,1/16/2019 17:15,0,15,15,0,0,0,0,0,15
2168,Check out this opportunity by University of Cape Town,1/15/2019 13:09,1/15/2019 13:09,0,3,3,0,0,0,0,0,3
2169,"🚌LAST DAY to enter the Traffic Jam 🚌🚗🚚#zindichallenge  https://zurl.co/0hPd . Win prizes worth 12 000 USD with @Uber and @MobiticketInfo @UberMovement @uber_kenya, @AIKENYA1. Competition closes at midnight tonight GMT. Good luck!",1/13/2019 10:00,1/13/2019 10:00,0,2,2,0,0,0,0,0,2
2170,"Enter the @LocalOceanCo Turtle Rescue #zindichallenge 💚🐢💚to win cash AND an awesome resort get-away 🐠🌴☀️ @Temple_Point in Kenya  enter now at https://zurl.co/0hPd #LoveYourLocalOcean, @AIKENYA1  #datascience, #machinelearning",1/11/2019 11:00,1/11/2019 11:00,0,0,0,0,0,0,0,0,0
2171,"🚌🚗🚚🚗🚚5 DAYS LEFT to enter the Zindi Traffic Jam competition https://zurl.co/AmV1 . Win prizes worth 12 000 USD with @Uber and @MobiticketInfo @UberMovement @uber_kenya, @AIKENYA1 #zindichallenge",1/8/2019 10:00,1/8/2019 10:00,0,1,1,0,0,0,0,0,1
2172,🌟What are Zindi Points??? 🌟Zindi points are awarded to the top 10 finishers in each competition.  Points show up in your profile  on our Data Scientists Page https://zurl.co/Nz6W which will rank and highlight top performers based on total Zindi points earned  👊,1/7/2019 11:00,1/7/2019 11:00,0,0,0,0,0,0,0,0,0
2173,"Enter our #zindichallenge, Busara Mental Health Prediction and earn Zindi points if you place Top10. Closing on 27 Jan 2019 go to https://zurl.co/szdu #datascienceforgood @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1,",1/5/2019 14:37,1/5/2019 14:37,0,2,2,0,0,0,0,0,2
2174,"10 DAYS LEFT to enter the Zindi Traffic Jam 🚌🚗🚚  competition  https://zurl.co/AmV1 . Win prizes worth 12 000 USD with @Uber and @MobiticketInfo @UberMovement @uber_kenya, @AIKENYA1  #zindichallenge",1/3/2019 8:20,1/3/2019 8:20,0,3,3,0,0,0,0,0,3
2175,Checkout @LocalOceanCo 's blog motivating their #zindichallenge 👉https://zurl.co/bLTv 👈 Enter at https://zurl.co/nLy5  for a chance to win a 7-day stay @Temple_Point #Kenya🌴 @MagicalKenya,1/2/2019 10:10,1/2/2019 10:10,0,0,0,0,0,0,0,0,0
2176,💙 Happy New Year!!! Here is to an exciting 2019 ahead! 💙,1/2/2019 14:01,1/2/2019 14:01,0,3,2,1,0,0,0,0,2
2177,"TWO WEEKS LEFT to enter the Zindi Traffic Jam 🚌🚗🚚  competition  https://zurl.co/AmV1 . Win prizes worth 12 000 USD with @Uber and @MobiticketInfo @UberMovement @uber_kenya, @AIKENYA1  #zindichallenge",12/30/2018 12:00,12/30/2018 12:00,0,1,1,0,0,0,0,0,1
2178,"As the year draws to a close, we reflect on first 3 months @ZindiAfrica.  With 7 competitions worth $16000 USD & 1,200+ registered data scientists, Zindi took off with a bang 💥. Read more here https://zurl.co/mlFb. We look forward to taking  Zindi to new heights in 2019.",12/29/2018 16:30,12/29/2018 16:30,0,6,6,0,0,0,0,0,6
2179,"💛 ONE MONTH LEFT to enter the  Busara Mental Health Prediction #zindichallenge  https://zurl.co/y7Fj to earn Zindi points. Winners share code on GitHub as a public good to the sector💛  @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1",12/27/2018 12:00,12/27/2018 12:00,0,0,0,0,0,0,0,0,0
2180,"💪Challenge the leader board at https://zurl.co/AmV1 #zindichallenge closing on 13 Jan! Predict People's Movement into Nairobi🚌🚗🚚 with @Uber and @MobiticketInfo @UberMovement  @uber_kenya,  @AIKENYA1",12/26/2018 20:30,12/26/2018 20:30,0,1,1,0,0,0,0,0,1
2181,📣Interested in winning serious prize money while doing good👌? Predict People's Movement into Nairobi🚌🚗🚚 with @Uber and @MobiticketInfo. #zindichallenge closing soon on 13 Jan..enter at https://zurl.co/AmV1 @uber_kenya @UberMovement,12/26/2018 11:00,12/26/2018 11:00,0,4,4,0,0,0,0,0,4
2182,⭐ 🎄Best Wishes over the festive season from all of us here at ZiNDi 🎄⭐ zindi.africa #ZiNDi,12/25/2018 9:00,12/25/2018 9:00,0,2,2,0,0,0,0,0,2
2183,"💛Get involved this festive season and earn Zindi points in our Busara Mental Health Prediction #zindichallenge. Winners share code on GitHub as a public good to the sector💛 Open til 27 Jan, go to https://zurl.co/y7Fj @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1",12/22/2018 10:30,12/22/2018 10:30,0,0,0,0,0,0,0,0,0
2184,"💪Challenge the leader board at https://zurl.co/AmV1 #zindichallenge closing on 13 Jan! Predict People's Movement into Nairobi🚌🚗🚚 with @Uber and @MobiticketInfo @UberMovement  @uber_kenya,  @AIKENYA1",12/21/2018 15:01,12/21/2018 15:01,0,1,1,0,0,0,0,0,1
2186,"Help @LocalOceanCo clean their sea turtle rescues database to win cash AND an awesome resort get-away @Temple_Point in Kenya 💚 enter now at https://zurl.co/0hPd #LoveYourLocalOcean, @AIKENYA1 ,  💚 #zindichallenge , #datascience, #machinelearning",12/20/2018 13:59,12/20/2018 13:59,0,0,0,0,0,0,0,0,0
2187,"🎈Big shoutout to our 👉 #Top3👈 in the Social Media Prediction challenge! 1st: Mohamed S Jedidi, Tunisia, 2nd: Aniruddha Raghavan, USA and Tyrone Cragg, SA in 3rd 😎 check out the leaderboard https://zurl.co/pFkm @i2ifacility , @ixioanalytics,  @Anirudh31889, @tyronecragg",12/19/2018 17:09,12/19/2018 17:09,0,1,1,0,0,0,0,0,1
2188,"😻Enter our  #zindichallenge, Busara Mental Health Prediction and earn Zindi points if you place Top10. Closing on 27 Jan 2019 go to https://zurl.co/szdu and spread the💛@BusaraCenter, @wimlds, @tulaanews, @AIKENYA1,",12/17/2018 11:37,12/17/2018 11:37,0,0,0,0,0,0,0,0,0
2189,"⌛Time to Reflect and Celebrate🎉 https://zurl.co/mlFb. Read our Zindi newsletter, December issue out now with a personal note from our CEO reflecting on 2018 and sharing some goals for the year ahead..",12/14/2018 17:10,12/14/2018 18:21,1,9,9,0,0,0,0,0,9
2190,"Help @LocalOceanCo clean their sea turtle rescues database to win cash AND an awesome resort get-away @Temple_Point in Kenya 💚 enter now at https://zurl.co/0hPd #LoveYourLocalOcean, @AIKENYA1 ,  💚 #zindichallenge , #datascience, #machinelearning",12/13/2018 13:59,12/13/2018 13:59,0,3,3,0,0,0,0,0,3
2191,"🎈Big shoutout to our 👉 #Top3👈 in the Social Media Prediction challenge! 1st: Mohamed S Jedidi, Tunisia, 2nd: Aniruddha Raghavan, USA and Tyrone Cragg, SA in 3rd 😎..check out your leaderboard https://zurl.co/pFkm @i2ifacility , @ixioanalytics,  @Anirudh31889, @tyronecragg",12/13/2018 10:25,12/13/2018 10:32,1,5,4,1,0,0,0,0,4
2192,"🐢Give back this holiday season by cleaning sea turtle rescues data, enter now at https://zurl.co/0hPd to win cash AND an awesome resort get-away @Temple_Point in Kenya 💚#LoveYourLocalOcean,  @AIKENYA1 , @MagicalKenya 💚 #zindichallenge and @LocalOceanCo",12/12/2018 15:00,12/12/2018 15:00,0,0,0,0,0,0,0,0,0
2193,"🏁Leaderboard finalized! Our Social Media Prediction challenge winner is🏆 Mohamed S Jedidi from Tunisia, well done👌! Thanks to all who made submissions, check out your overall ranking here https://zurl.co/pFkm  @i2ifacility , @ixioanalytics  #zindichallenge ❤️",12/12/2018 12:55,12/12/2018 18:52,1,12,11,1,0,0,0,0,11
2194,"💡Interested in how our winners came up with their solutions? Learn more about them and their problem approach in the Devex Sustainable Development Goals Challenge, go to https://zurl.co/dBIJ  to engage #devex @DataScienceNIG @bayoadekanmbi @devex",12/8/2018 10:00,12/8/2018 10:00,0,4,4,0,0,0,0,0,4
2195,"🌊Make waves in our #zindichallenge with @LocalOceanCo ... clean 🐢 rescues data at https://zurl.co/0hPd and win an awesome resort get-away @Temple_Point in Kenya 💚#LoveYourLocalOcean,  @AIKENYA1 , @MagicalKenya 💚",12/5/2018 11:45,12/5/2018 11:45,0,0,0,0,0,0,0,0,0
2196,Checkout @LocalOceanCo 's blog motivating their #zindichallenge 👉https://zurl.co/bLTv 👈 Enter at https://zurl.co/nLy5  for a chance to win a 7-day stay @Temple_Point #Kenya🌴 @MagicalKenya,12/1/2018 10:10,12/2/2018 9:18,1,914,914,0,0,0,0,0,914
2197,📢Just launched!🐢Win a resort holiday and cash prizes in our brand new #zindichallenge with www.http://localocean.co/.Join now and clean the sea turtle rescues database at https://zindi.africa/competitions/sea-turtle-rescue-error-detection-challenge #LoveYourLocalOcean 💚 www.templepointresort.com 💚,11/30/2018 11:50,11/30/2018 18:34,0,127,124,2,0,1,0,0,124
2198,"🐢Excited about a new #zindichallenge in the pipeline...get involved with sea turtle conservation data🐢 and our new partner Local Ocean Trust. ⏳Launch date coming soon..@localoceanco 😍#LoveYourLocalOcean , watamuturtles.com",11/28/2018 20:00,11/28/2018 20:00,0,7,7,0,0,0,0,0,7
2199,"💛Get involved this festive season and earn Zindi points in our Busara Mental Health Prediction #zindichallenge. Winners can share code on GitHub as a public good to the sector💛 Open til 27 Jan, go to https://zurl.co/y7Fj  @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1,",11/28/2018 11:30,11/28/2018 11:30,0,5,5,0,0,0,0,0,5
2200,"Closing on👉 Sunday 26 Nov 👈..finalize your submissions for #zindichallenge Social Media Prediction sponsored by @i2ifacility, @ixioanalytics   🔂 visit Zindi https://zurl.co/CQxj,",11/23/2018 19:15,11/23/2018 19:15,0,1,1,0,0,0,0,0,1
2201,"🏁Congrats to our #Top3 prize winners in the Devex SDGs #zindichallenge! 1st Place Olamide Oyediran (@mideoye ), 2nd Place Anshu Kumar, 3rd Place Stephen Oni 🙌 You guys rock! Check out the final leaderboard here 👀; https://zurl.co/SZu8  @DataScienceNIG @bayoadekanmbi @devex",11/23/2018 16:54,11/23/2018 16:54,0,4,4,0,0,0,0,0,4
2202,"Enter our new #zindichallenge, Busara Mental Health Prediction and earn Zindi points on your profile! On now til 27 Jan 2019 go to https://zurl.co/szdu for more @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1,",11/23/2018 11:50,11/23/2018 11:50,0,3,3,0,0,0,0,0,3
2203,👏We have a winner! Congratulations to Olamide Oyediran on winning our Devex SDGs Challenge! Thank you to all who entered for making excellent contributions to Zindi. Check out the finalized leaderboard here; https://zurl.co/SZu8 👀 @devex,11/21/2018 19:55,11/21/2018 19:55,0,11,10,1,0,0,0,0,10
2204,"Spread the love this festive season and earn Zindi points on your profile when you enter our new #zindichallenge on Mental Health Prediction. On  now til 27 Jan 2019, go to https://zurl.co/hoUU for more @BusaraCenter, @wimlds, @tulaanews, @AIKENYA1, https://www.alx.app/",11/21/2018 16:43,11/21/2018 16:43,0,4,4,0,0,0,0,0,4
2205,"Only 5 days to go! Finalize your submissions for #zindichallenge Social Media Prediction - Zindi https://zurl.co/CQxj, @i2ifacility, @ixioanalytics",11/20/2018 18:55,11/20/2018 18:55,0,2,2,0,0,0,0,0,2
2206,Good read: How Airbnb Democratizes Data Science With Data University https://zurl.co/3cWu,11/16/2018 9:09,11/16/2018 9:09,0,1,1,0,0,0,0,0,1
2207,"IoT, block chain, smart cities, and AI. ..it's been a great few days and tomorrow is the last day of #africacom. More #zindichallenges to come...",11/15/2018 16:50,11/15/2018 16:50,0,7,7,0,0,0,0,0,7
2208,Find Mwenda Raini's dataset and notebook used for the Zindi video session on Github (Using a Buildings Energy Data to predict its energy score https://zurl.co/DCh1,11/14/2018 19:18,11/14/2018 19:18,0,1,1,0,0,0,0,0,1
2209,"Machine Learning pipeline walk through with Mwenda Mugendi Raini, as filmed at Zindi hackathon on 13 Oct, Nairobi, Kenya - YouTube https://zurl.co/SNhZ. Thanks @AIKENYA1 for sharing!",11/14/2018 19:10,11/14/2018 19:10,0,3,3,0,0,0,0,0,3
2210,"Find Zindi CEO, Celina Lee at #AfricaCom this week. IOL Business Report https://zurl.co/wKZC",11/14/2018 8:10,11/14/2018 8:10,0,1,1,0,0,0,0,0,1
2212,,11/13/2018 12:47,11/13/2018 12:47,0,2,2,0,0,0,0,0,2
2213,"Zindi is pleased to announce a new partnership with MIIA (www.machineintelligenceafrica.org)! Expect competition design collaboration in the coming months, in technical areas like deep learning using GIS data and satellite imagery.  Sign up at www.zindi.africa to stay posted.",11/10/2018 13:05,11/10/2018 13:05,0,1,1,0,0,0,0,0,1
2214,Big shout out to our team representing at the 4th Africa Women Forum on at CTICC currently.  Chat to Megan or Martha at our pretty Zindi booth for more info..#womeninbusinessrock😎 https://www.awieforum.org/,11/9/2018 8:30,11/9/2018 8:30,0,4,4,0,0,0,0,0,4
2215,Zindi reached a milestone today🚩 Over 1000 data scientists signed up on zindi.africa...within 8 weeks of launching! Thanks for your amazing support! #zindi❤️africa,11/8/2018 15:01,11/8/2018 15:01,0,3,3,0,0,0,0,0,3
2216,At FSDT's 'The Gathering' today. Lots of potential to unlock the power of data in Tanzania! #innovation #financialinclusion #machinelearning  @ Serena Hotel - Dar Es Salaam,11/8/2018 11:58,11/8/2018 11:58,0,3,3,0,0,0,0,0,3
2217,,11/6/2018 13:51,11/6/2018 13:51,0,2,2,0,0,0,0,0,2
2218,"The incidence of fake news on social media channels, poses a severe threat to societal discourse and the decisions that flow from it. https://www.linkedin.com/pulse/fishing-fake-news-ekow-duker/",10/30/2018 8:24,10/30/2018 8:24,0,1,1,0,0,0,0,0,1
2219,"From Alfred Ongere at AI KENYA  ""If you missed AI Kenya & Zindi Africa 's Data Hackathon event in collaboration with Zindi Africa, here is a brief recap video of what went down. Featuring Celina Lee , Douglas Ogeto , Cezanne Maherali , Brian Oroni, Kigen Gilbert , Louis Graham , Peter Kimani , Chris Orwa , Mwenda Mugendi and myself.   Entry level to expert level data scientists converged at  Moringa School for the event to solve the bus ticket sales prediction problem for Nairobi traffic. Watch out for our next event, as we strive to narrow the skill gap in Machine learning and data science in the region.""  https://youtu.be/OdcrGXvjVtg",10/29/2018 21:48,10/29/2018 21:54,0,3,3,0,0,0,0,0,3
2220,More photos (#5) of AI Kenya hackathon  @ Moringa School,10/26/2018 10:26,10/26/2018 10:26,0,1,1,0,0,0,0,0,1
2221,,10/26/2018 10:23,10/26/2018 10:23,0,1,1,0,0,0,0,0,1
2222,More photos (#3) of AI Kenya hackathon  @ Moringa School,10/26/2018 10:21,10/26/2018 10:21,0,1,1,0,0,0,0,0,1
2223,More photos (#2) of AI Kenya hackathon  @ Moringa School,10/26/2018 10:18,10/26/2018 10:18,0,1,1,0,0,0,0,0,1
